subcategory_name,character_name,vote_count,mbti,eneagrama,grupo
Hunter X Hunter,Feitan Portor,1187,ISTP, 6w5,Explorador
Boku dake ga Inai Machi (Bokumachi),Fujinuma Satoru,1183,INFJ, 9w1,Diplomatico
Ergo Proxy,Re-L Mayer,1173,INTJ, 6w5,Analista
Hunter X Hunter,Neferpitou,1167,ENTP, 7w6,Analista
Haikyuu!!,Sawamura Daichi,1165,ENFJ, 1w2,Diplomatico
Pokémon,Ash Ketchum (Satoshi),1163,ESFP, 3w2,Explorador
Haikyuu!!,Tanaka Ryūnosuke,1159,ESTP, 7w8,Explorador
Kakegurui,Runa Yomozuki,1154,ENTP, 7w8,Analista
Kuroshitsuji,Sebastian Michaelis,1154,ESTJ, 3w4,Sentinela
JoJo no Kimyou na Bouken,Yukako Yamagishi,1152,INFP, 4w3,Diplomatico
Death Note,Rem,1151,INFP, 9w1,Diplomatico
JoJo no Kimyou na Bouken,Narancia Ghirga,1151,ESFP, 6w7,Explorador
Sono Bisque Doll wa Koi wo Suru,Wakana Gojou,1148,ISFJ, 9w1,Sentinela
SK∞,Kaoru Sakurayashiki (Cherry Blossom),1146,ISTJ, 6w5,Sentinela
Soul Eater,Death The Kid,1146,ISTJ, 1w9,Sentinela
Boku no Hero Academia,Mirio Togata “Lemillion”,1146,ENFJ, 2w3,Diplomatico
Tomodachi Game,Yuichi Katagiri,1146,INTJ, 6w5,Analista
Kawaii dake ja Nai Shikimori-san,Yuu Izumi,1145,ENFP, 9w1,Diplomatico
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Kyōko Kirigiri,1142,INTJ, 5w6,Analista
Shingeki no Kyojin,Hitch Dreyse,1138,ESTP, 7w8,Explorador
Owari no Seraph,Shinoa Hiiragi,1138,ENTP, 9w8,Analista
Kimi no Suizou wo Tabetai,Haruki Shiga,1135,INTJ, 5w4,Analista
JoJo no Kimyou na Bouken,Pannacotta Fugo,1134,INTP, 6w5,Analista
Naruto Shippūden,Neji Hyūga,1132,ISTJ, 1w9,Sentinela
Boku no Hero Academia,"Kai Chisaki ""Overhaul""",1130,INTJ, 1w9,Analista
Shingeki no Kyojin,Kenny Ackerman,1123,ESTP, 8w7,Explorador
Re:Zero Kara Hajimeru Isekai Seikatsu,Emilia,1122,INFJ, 1w2,Diplomatico
Haikyuu!!,Suna Rintarou,1121,ISTP, 5w4,Explorador
Kakegurui,Yumemi Yumemite,1119,ENFJ, 3w4,Diplomatico
Tokyo Revengers,Naoto Tachibana,1116,ISTJ, 6w5,Sentinela
InuYasha,Inuyasha,1113,ESTP, 8w7,Explorador
Naruto Shippūden,Konan,1099,INFJ, 1w9,Diplomatico
Given,Ritsuka Uenoyama,1099,ISTP, 6w5,Explorador
Hyouka,Chitanda Eru,1096,ENFP, 7w6,Diplomatico
Code Geass,Suzaku Kururugi,1096,ISFJ, 1w2,Sentinela
Great Pretender,Laurent Thierry,1095,ENTP, 3w2,Analista
Kill la Kill,Ryūko Matoi,1090,ISFP, 8w9,Explorador
Re:Zero Kara Hajimeru Isekai Seikatsu,Rem,1089,ISFJ, 2w1,Sentinela
Psycho-Pass,Shinya Kogami,1087,ISTP, 5w6,Explorador
Boku no Hero Academia,Mina Ashido “Pinky”,1084,ESFP, 7w6,Explorador
Saiki Kusuo no Psi-nan,Saiki Kusuke,1083,ENTJ, 3w4,Analista
Bleach,Ichigo Kurosaki,1082,ISFP, 9w8,Explorador
Bleach,Kisuke Urahara,1080,INTP, 9w8,Analista
Sword Art Online,Asuna Yuuki,1076,ESFJ, 2w1,Sentinela
Boku no Hero Academia,Mei Hatsume,1073,ENTP, 7w8,Analista
"Ijiranaide, Nagatoro-san",Hayase Nagatoro,1064,ESFP, 8w7,Explorador
Kakegurui,Sayaka Igarashi,1063,ISTJ, 3w2,Sentinela
Mushoku Tensei: Isekai Ittara Honki Dasu,Eris Boreas Greyrat,1063,ENTJ, 8w7,Analista
Yu-Gi-Oh! Duel Monsters,Seto Kaiba,1062,INTJ, 8w7,Analista
Shingeki no Kyojin,Eren Kruger,1059,INTJ, 1w9,Analista
Hunter X Hunter,Shizuku Murasaki,1058,INTP, 9w8,Analista
JoJo no Kimyou na Bouken,Leone Abbacchio,1057,ISTJ, 6w5,Sentinela
Saiki Kusuo no Psi-nan,Akechi Touma,1056,ENTP, 5w6,Analista
Hunter X Hunter,Shaiapouf,1053,ENFJ, 1w2,Diplomatico
Koe no Katachi,Yuzuru Nishimiya,1051,INTP, 6w7,Analista
Shigatsu wa Kimi no Uso,Arima Kousei,1047,ISTJ, 6w5,Sentinela
Mahou Shoujo Madoka★Magica,Kyubey,1044,ENTJ, 5w6,Analista
Owari no Seraph,Guren Ichinose,1041,ENTJ, 8w9,Analista
Naruto Shippūden,Sai Yamanaka,1040,INTP, 5w6,Analista
Yuukoku no Moriarty,Louis James Moriarty,1032,ISTJ, 6w5,Sentinela
Another,Misaki Mei,1030,INFP, 4w5,Diplomatico
Kawaii dake ja Nai Shikimori-san,Shikimori,1024,INFJ, 3w2,Diplomatico
Kimetsu no Yaiba,Rui,1024,ISTJ, 6w5,Sentinela
Monster,Eva Heinemann,1020,ESTJ, 3w4,Sentinela
Naruto Shippūden,Jiraiya,1020,ENFP, 7w6,Diplomatico
Mononoke Hime,Prince Ashitaka,1018,INFJ, 1w9,Diplomatico
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai (Aobuta),Rio Futaba,1017,INTP, 5w4,Analista
JoJo no Kimyou na Bouken,Diavolo,1015,INTJ, 6w5,Analista
Bungou Stray Dogs,Tecchou Suehiro,1013,ISTJ, 1w2,Sentinela
Fugou Keiji: Balance:Unlimited,Haru Katou,1011,ISFP, 1w9,Explorador
Dr. Stone,Gen Asagiri,1007,ENTP, 7w6,Analista
Kimetsu no Yaiba,Daki,1006,ESFP, 4w3,Explorador
Owari no Seraph,Shinya Hiiragi,1005,INFJ, 9w1,Diplomatico
Charlotte,Yuu Otosaka,1005,INTJ, 3w4,Analista
Kuroko no Basket,Akashi Seijuro,1001,INTJ, 3w4,Analista
Danganronpa 3: The End of Kibougamine Gakuen,Nagito Komaeda,998,INFJ, 4w3,Diplomatico
Harukaze no Étranger/Umibe no Étranger,Shun Hashimoto,996,INTP, 6w5,Analista
Soul Eater,Crona Gorgon,992,INFP, 6w5,Diplomatico
Tokyo Revengers,"Nahoya ""Smiley"" Kawata",991,ESTP, 7w8,Explorador
Kakegurui,Ryota Suzui,988,ISFJ, 2w1,Sentinela
Yofukashi no Uta,Uguisu Anko,986,INTP, 6w5,Analista
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Byakuya Togami,985,ENTJ, 8w7,Analista
Tokyo Revengers,Ran Haitani,985,ISTJ, 8w9,Sentinela
Naruto Shippūden,Deidara,985,ESFP, 4w3,Explorador
Dragon Ball Z,Son Gohan,985,INFP, 9w1,Diplomatico
Blue Lock,Seishiro Nagi,984,INTP, 9w8,Analista
Sword Art Online,Kazuto Kirigaya (Kirito),982,ISTP, 9w8,Explorador
Satsuriku no Tenshi,"Isaac ""Zack"" Foster",980,ESFP, 7w8,Explorador
Great Pretender,Makoto Edamura “Edamame”,979,INFP, 6w7,Diplomatico
Youkoso Jitsuryoku Shijou no Kyoushitsu,Suzune Horikita,979,ISTJ, 1w9,Sentinela
Kimetsu no Yaiba,Obanai Iguro,978,ISTJ, 6w5,Sentinela
Boku no Hero Academia,Fumikage Tokoyami “Tsukuyomi”,975,ISTJ, 6w5,Sentinela
Mob Psycho 100,Ritsu Kageyama,974,INTJ, 5w4,Analista
Akatsuki no Yona,Yona,973,ENFJ, 2w3,Diplomatico
Death Note,Minoru Tanaka,972,ISTP, 9w8,Explorador
Kaichou wa Maid-sama!,Usui Takumi,965,ISTP, 9w8,Explorador
Bishoujo Senshi Sailor Moon,Rei Hino (Sailor Mars),961,ENTJ, 8w7,Analista
Berserk,Casca,960,ISTJ, 6w5,Sentinela
Saiki Kusuo no Psi-nan,Aiura Mikoto,960,ESFP, 7w8,Explorador
JoJo no Kimyou na Bouken,Gyro Zeppeli,958,ENTP, 7w8,Analista
K-On!,Mio Akiyama,956,ISTJ, 6w5,Sentinela
Hunter X Hunter,Pariston Hill,955,ENTP, 7w8,Analista
Fullmetal Alchemist: Brotherhood,Ling Yao,953,ENFJ, 7w8,Diplomatico
Psycho-Pass,Akane Tsunemori,953,INFJ, 1w2,Diplomatico
Black Lagoon,Rebecca “Revy” Lee,952,ESTP, 8w7,Explorador
Koe no Katachi,Naoka Ueno,943,ESTJ, 8w7,Sentinela
Cardcaptor Sakura,Sakura Kinomoto,931,ENFP, 2w3,Diplomatico
Mononoke Hime,San,930,ISFP, 6w7,Explorador
One Piece,Portgas D. Ace,926,ESTP, 6w7,Explorador
Kill la Kill,Satsuki Kiryūin,925,INTJ, 1w9,Analista
Kono Subarashii Sekai ni Shukufuku wo! (Konosuba),Megumin,924,INFP, 4w3,Diplomatico
Kaichou wa Maid-sama!,Ayuzawa Misaki,922,ESTJ, 1w2,Sentinela
Fate/Stay Night,Rin Tohsaka,919,ENTJ, 3w2,Analista
Mirai Nikki,Yukiteru Amano,918,INFP, 6w5,Diplomatico
Shingeki no Kyojin,Dot Pixis,915,INTP, 9w8,Analista
Kuroko no Basket,Kuroko Tetsuya,914,INFJ, 9w1,Diplomatico
Vinland Saga,Canute,910,INTJ, 1w9,Analista
Love Live! School Idol Project,Nico Yazawa,907,ENTP, 3w2,Analista
K-On!,Yui Hirasawa,905,ENFP, 7w6,Diplomatico
JoJo no Kimyou na Bouken,Guido Mista,904,ESTP, 9w8,Explorador
One Punch Man,Garou,902,ISTP, 8w7,Explorador
Steins Gate,Mayuri Shiina,894,ESFJ, 9w1,Sentinela
Beastars,Haru,894,ISFP, 4w5,Explorador
Free!,Haruka ‘Haru’ Nanase,893,ISFP, 9w8,Explorador
Jibaku Shounen Hanako-kun,Minamoto Teru,892,INFJ, 1w2,Diplomatico
Shingeki no Kyojin,Grisha Yeager,891,INFJ, 6w5,Diplomatico
Dr. Stone,Tsukasa Shishio,889,ENTJ, 8w9,Analista
Boku no Hero Academia,Minoru Mineta “Grape Juice”,889,ESFP, 6w7,Explorador
Saiki Kusuo no Psi-nan,Kuboyasu Aren,886,ISTP, 6w7,Explorador
Neon Genesis Evangelion,Kensuke Aida,886,ENTP, 7w6,Analista
Naruto Shippūden,Kabuto Yakushi,884,INTP, 5w4,Analista
Blue Lock,Yoichi Isagi,880,INFJ, 4w5,Diplomatico
Charlotte,Nao Tomori,877,INTP, 5w4,Analista
One Punch Man,"Genos ""Demon Cyborg""",877,ISTJ, 6w5,Sentinela
Fruits Basket (2019),Saki Hanajima,874,INFP, 4w5,Diplomatico
JoJo no Kimyou na Bouken,Koichi Hirose,869,ISFJ, 9w1,Sentinela
Shingeki no Kyojin,Marco Bodt,868,ENFJ, 9w1,Diplomatico
Soul Eater,Maka Albarn,867,ESFJ, 1w2,Sentinela
Sasaki to Miyano,Miyano Yoshikazu,866,INFJ, 6w5,Diplomatico
Boku dake ga Inai Machi (Bokumachi),Kobayashi Kenya,866,INTJ, 5w6,Analista
Mirai Nikki,Aru Akise,864,ENTP, 5w4,Analista
Free!,Rin Matsuoka,864,ENFJ, 3w4,Diplomatico
Fruits Basket (2019),Momiji Sohma,861,ENFP, 9w8,Diplomatico
Monster,Wolfgang Grimmer,857,ENFJ, 9w8,Diplomatico
Sanrio,My Melody,856,ISFJ, 9w1,Sentinela
Little Witch Academia,Atsuko “Akko” Kagari,856,ENFP, 7w8,Diplomatico
Panty & Stocking with Garterbelt,Panty Anarchy,855,ESTP, 8w7,Explorador
Jujutsu Kaisen,Kasumi Miwa,852,ISFJ, 9w1,Sentinela
Tokyo Revengers,Hinata Tachibana,852,ESFJ, 2w1,Sentinela
Hunter X Hunter,Komugi,851,INFP, 9w1,Diplomatico
Spy × Family,Yuri Briar,851,ENTJ, 6w5,Analista
Aggressive Retsuko (Aggretsuko),Retsuko,849,ISFJ, 9w1,Sentinela
Cyberpunk: Edgerunners,Lucy,849,ISTP, 6w5,Explorador
Bishoujo Senshi Sailor Moon,Hotaru Tomoe (Sailor Saturn),849,INFJ, 9w1,Diplomatico
Fairy Tail,Natsu Dragneel,843,ESFP, 7w8,Explorador
Dragon Ball Z,Frieza,843,ENTJ, 8w7,Analista
Fairy Tail,Lucy Heartfilia,843,ENFJ, 2w3,Diplomatico
Spy × Family,Damian Desmond,842,ESTJ, 3w4,Sentinela
Fullmetal Alchemist: Brotherhood,Riza Hawkeye,842,ISTJ, 1w9,Sentinela
Kakegurui,Kaede Manyuda,842,INTJ, 3w4,Analista
Tengen Toppa Gurren Lagann,Kamina,840,ENFP, 8w7,Diplomatico
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Makoto Naegi,840,ENFJ, 9w1,Diplomatico
Given,Murata Ugetsu,838,ISFP, 4w3,Explorador
One Piece,Boa Hancock,832,ENTJ, 8w7,Analista
Kimetsu no Yaiba,Tamayo,830,INFJ, 9w1,Diplomatico
One Piece,Shanks,830,ENFJ, 9w8,Diplomatico
Pokémon,Jessie (Musashi),826,ENTJ, 3w4,Analista
Kimetsu no Yaiba,Sanemi Shinazugawa,826,ESTJ, 8w7,Sentinela
Mimi wo Sumaseba,Shizuku Tsukishima,824,INFP, 4w5,Diplomatico
Tokyo Revengers,Yuzuha Shiba,819,ISFJ, 9w8,Sentinela
Tokyo Ghoul,"Hideyoshi ""Hide"" Nagachika",819,ENTP, 7w6,Analista
Blue Lock,Meguru Bachira,819,ESTP, 7w8,Explorador
Tokyo Ghoul,Kamishiro Rize,815,ENTP, 7w8,Analista
JoJo no Kimyou na Bouken,Caesar Anthonio Zeppeli,813,ISFJ, 6w5,Sentinela
Detective Conan,Conan Edogawa,812,INTP, 5w6,Analista
Yagate Kimi ni Naru,Nanami Touko,811,ENFJ, 3w2,Diplomatico
Danganronpa 3: The End of Kibougamine Gakuen,Chiaki Nanami,809,INFP, 9w1,Diplomatico
Fate/Zero,Artoria Pendragon,807,ISTJ, 1w9,Sentinela
Fruits Basket (2019),Machi Kuragi,807,INTP, 5w4,Analista
SK∞,Kojiro Nanjo (JOE),807,ESTP, 7w8,Explorador
Ao Haru Ride,Futaba Yoshioka,806,ESFJ, 2w3,Sentinela
Haikyuu!!,Shimizu Kiyoko,805,ISTJ, 1w9,Sentinela
Kobayashi-san Chi no Maid Dragon,Kobayashi,804,ISTP, 9w8,Explorador
Horimiya (Hori-san to Miyamura-kun),Yuki Yoshikawa,802,ENFP, 9w1,Diplomatico
Jujutsu Kaisen,Panda,798,ENTP, 9w1,Analista
Fullmetal Alchemist: Brotherhood,Olivier Mira Armstrong,798,ENTJ, 8w9,Analista
Shingeki no Kyojin,"Ymir Fritz ""The Founder""",798,ISFJ, 9w1,Sentinela
Yahari Ore no Seishun Love Comedy wa Machigatteiru (Oregairu),Yukinoshita Yukino,797,INTJ, 1w9,Analista
Detective Conan,Shinichi Kudo (Jimmy Kudo),796,ENTP, 5w6,Analista
Sangatsu no Lion,Rei Kiriyama,793,INTJ, 5w4,Analista
One Piece,Tony Tony Chopper,792,ISFJ, 6w5,Sentinela
Bungou Stray Dogs,Junichiro Tanizaki,789,ISFP, 6w7,Explorador
Akame ga Kill!,Esdeath,789,ENTJ, 8w7,Analista
Boku dake ga Inai Machi (Bokumachi),Hinazuki Kayo,789,INFP, 6w5,Diplomatico
91 Days,Angelo Lagusa,788,INTJ, 1w9,Analista
No Game No Life,Shiro Nai,788,INTP, 5w6,Analista
Cider no You ni Kotoba ga Wakiagaru,Yuki (Smile),786,ESFP, 7w6,Explorador
Dragon Ball Z,Goku Black,784,ENTJ, 8w7,Analista
Tokyo Revengers,Rindou Haitani,782,INTP, 5w4,Analista
Fruits Basket (2019),Isuzu ‘Rin’ Sohma,781,ISFP, 6w5,Explorador
Owari no Seraph,Seraph of the end ( fandom - vote your type ),780,INFJ, 6w5,Diplomatico
Yakusoku no Neverland,Yuugo,780,ISTP, 6w5,Explorador
Panty & Stocking with Garterbelt,Stocking Anarchy,779,ISFP, 9w8,Explorador
"Komi-san wa, Komyushou desu.",Ren Yamai,778,ENFJ, 3w2,Diplomatico
Death Note,"Mail Jeevas ""Matt""",775,ISTP, 9w8,Explorador
Fairy Tail,Erza Scarlet,775,ESTJ, 6w5,Sentinela
JoJo no Kimyou na Bouken,Jean-Pierre Polnareff,772,ESFP, 7w6,Explorador
N.H.K ni Youkoso!,Satou Tatsuhiro,770,INFP, 6w5,Diplomatico
Soul Eater,Black Star,770,ESFP, 8w7,Explorador
Jujutsu Kaisen,Shoko Ieiri,768,INTP, 5w4,Analista
Omoide no Marnie,Anna Sasaki,768,INFP, 4w5,Diplomatico
Fullmetal Alchemist: Brotherhood,Envy,766,ESTP, 8w7,Explorador
Kuroshitsuji,Undertaker,766,ENTP, 7w6,Analista
JoJo no Kimyou na Bouken,Kars,766,INTJ, 3w4,Analista
Ouran Koukou Host Club,"Mitsukuni ""Hani (Honey)"" Haninozuka",764,ENFP, 2w3,Diplomatico
Kono Subarashii Sekai ni Shukufuku wo! (Konosuba),Kazuma Satou,752,ISTP, 9w8,Explorador
Satsuriku no Tenshi,Rachel Gardner “Ray”,752,ISTJ, 1w9,Sentinela
Sen to Chihiro no Kamikakushi,No-Face,751,ISFP, 4w5,Explorador
Ouran Koukou Host Club,Hikaru Hitachiin,749,ESTP, 7w8,Explorador
Cowboy Bebop,Radical Edward,748,ENTP, 7w6,Analista
Cider no You ni Kotoba ga Wakiagaru,Yui Sakura (Cherry),748,INTJ, 5w4,Analista
Oyasumi Punpun,Tanaka Aiko,747,INFP, 9w8,Diplomatico
Fate/Zero,Kiritsugu Emiya,746,INFJ, 1w9,Diplomatico
Free!,Makoto Tachibana,745,ESFJ, 9w1,Sentinela
Naruto Shippūden,Tobirama Senju,745,ISTJ, 6w5,Sentinela
Blue Lock,Itoshi Rin,744,INTJ, 6w5,Analista
Boku no Hero Academia,All For One,743,ENTJ, 8w7,Analista
Soul Eater,Franken Stein,743,INTP, 5w6,Analista
Wotaku ni Koi wa Muzukashii,Hirotaka Nifuji,742,INTP, 5w4,Analista
Bishoujo Senshi Sailor Moon,Minako Aino (Sailor Venus),742,ESFP, 7w6,Explorador
Blue Period,"Ayukawa ""Yuka"" Ryuji",741,ISFP, 4w3,Explorador
Boku no Hero Academia,Nejire Hado “Nejire-chan”,741,ENFP, 7w6,Diplomatico
Noragami,Hiyori Iki,740,ESFJ, 2w1,Sentinela
Haikyuu!!,Wakatoshi Ushijima (Ushiwaka),739,ISTJ, 1w9,Sentinela
Fullmetal Alchemist: Brotherhood,Winry Rockbell,737,ESFJ, 2w1,Sentinela
Bungou Stray Dogs,Francis Scott Key Fitzgerald,737,ENTJ, 3w4,Analista
Monster,Nina Fortner,737,ENFJ, 1w2,Diplomatico
Munou na Nana,Nana Hiiragi,737,ENTJ, 5w6,Analista
Little Witch Academia,Sucy Manbavaran,734,INTP, 5w4,Analista
Mieruko-chan (Girl Who Sees It),Miko Yotsuya,733,INTP, 6w5,Analista
Ansatsu Kyoushitsu,Irina Jelavić,733,ESTP, 7w6,Explorador
Shingeki no Kyojin,Porco Galliard,732,ESTP, 8w7,Explorador
Vanitas no Carte,Jeanne,730,ISFJ, 2w1,Sentinela
Neon Genesis Evangelion,Toji Suzuhara,729,ESFP, 7w8,Explorador
Kobayashi-san Chi no Maid Dragon,Kanna Kamui,729,INTP, 9w8,Analista
Pokémon,James,727,ISFP, 9w8,Explorador
Chuunibyou demo Koi ga Shitai!,Takanashi Rikka,727,INFP, 4w5,Diplomatico
Bungou Stray Dogs,Koyo Ozaki,725,ENFJ, 1w2,Diplomatico
Naruto Shippūden,Hashirama Senju,724,ENFJ, 7w6,Diplomatico
Tokyo Revengers,Hajime Kokonoi,724,ESTJ, 6w7,Sentinela
Ouran Koukou Host Club,Kaoru Hitachiin,723,INFJ, 9w8,Diplomatico
Kamisama Hajimemashita,Tomoe,722,ISTP, 6w5,Explorador
Cardcaptor Sakura,Daidouji Tomoyo,720,ISFJ, 9w1,Sentinela
Tokyo Revengers,Seishu Inui,720,ISFP, 6w5,Explorador
Tate no Yuusha no Nariagari,Naofumi Iwatani,718,INTP, 9w8,Analista
Toaru Kagaku no Railgun,Accelerator,716,INTJ, 6w5,Analista
Darling in the Franxx,Hiro,716,INFJ, 4w5,Diplomatico
One Piece,Donquixote Doflamingo,716,ENTP, 8w7,Analista
Fruits Basket (2019),Hatsuharu Sohma,712,ISFP, 9w8,Explorador
Danganronpa 3: The End of Kibougamine Gakuen,Izuru Kamukura,707,INTJ, 5w4,Analista
Love Live! School Idol Project,Kotori Minami,707,ESFJ, 9w1,Sentinela
Dragon Ball Z,Piccolo Jr. (The Nameless Namekian),706,INTJ, 5w6,Analista
No. 6,Shion,705,INFJ, 1w2,Diplomatico
Monogatari Series,Koyomi Araragi,703,INFP, 6w5,Diplomatico
Boruto - Naruto Next Generations,Boruto Uzumaki,703,ESTP, 7w8,Explorador
"Ijiranaide, Nagatoro-san","Naoto Hachiouji ""Senpai""",703,INFP, 6w5,Diplomatico
Fumetsu no Anata e,Fushi,702,ISFP, 6w5,Explorador
Bungou Stray Dogs,Osamu Dazai (Beast),702,ENTP, 4w5,Analista
Love Live! School Idol Project,Eli Ayase,700,ENTJ, 1w9,Analista
Zankyou no Terror,Nine,698,INTJ, 5w4,Analista
Soul Eater,Soul Eater Evans,698,ISTP, 9w8,Explorador
Bleach,Ulquiorra Cifer,698,INTP, 5w4,Analista
Tokyo Revengers,Ema Sano,697,ESFP, 9w8,Explorador
Hunter X Hunter (1999),Killua Zoldyck,697,ISTP, 6w5,Explorador
Noragami,Yukine,697,ISFP, 6w7,Explorador
Tonari no Kaibutsu-kun,Haru Yoshida,696,ESFP, 7w8,Explorador
Bungou Stray Dogs,Saigiku Jōno,696,ISTP, 8w7,Explorador
Doukyuusei,Hikaru Kusakabe,695,ESTP, 7w6,Explorador
Boku no Hero Academia,Eri,695,INFP, 9w1,Diplomatico
Kimi no Suizou wo Tabetai,Sakura Yamauchi,694,ENFP, 7w6,Diplomatico
Black Clover,Asta,693,ESFP, 7w8,Explorador
Kakegurui,Itsuki Sumeragi,693,ENFJ, 3w2,Diplomatico
JoJo no Kimyou na Bouken,Diego Brando,690,INTJ, 3w4,Analista
Mononoke Hime,Lady Eboshi Gozen,687,ENTJ, 8w7,Analista
Fullmetal Alchemist: Brotherhood,Van Hohenheim,687,INTP, 5w4,Analista
Yuukoku no Moriarty,Albert James Moriarty,687,INFJ, 1w2,Diplomatico
Rebuild of Evangelion,Asuka Shikinami Langley,685,ESTP, 8w7,Explorador
Happy Sugar Life,Satou Matsuzaka,683,ENFJ, 2w1,Diplomatico
Love Live! School Idol Project,Maki Nishikino,681,INTJ, 5w4,Analista
Boku no Hero Academia,"Chizome Akaguro ""Stain""",678,ISFP, 1w9,Explorador
Bishoujo Senshi Sailor Moon,Michiru Kaiou (Sailor Neptune),677,INFJ, 1w9,Diplomatico
Bungou Stray Dogs,Ichiyo Higuchi,677,ISTJ, 6w5,Sentinela
Akatsuki no Yona,Son Hak,676,ISTP, 9w8,Explorador
Love Live! School Idol Project,Nozomi Tojo,673,INFJ, 2w1,Diplomatico
Bungou Stray Dogs,Ango Sakaguchi,670,ISTJ, 5w6,Sentinela
Hunter X Hunter,Kite,669,ISTJ, 6w5,Sentinela
Jibaku Shounen Hanako-kun,Nanamine Sakura,667,ISTJ, 5w6,Sentinela
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Toko Fukawa,667,INFP, 6w5,Diplomatico
Ao no Exorcist,Rin Okumura,667,ESFP, 8w7,Explorador
Naruto Shippūden,Ino Yamanaka,667,ESFP, 3w2,Explorador
No. 6,Nezumi,665,ISTP, 6w5,Explorador
Bungou Stray Dogs,Lucy Maud Montgomery,663,ISFP, 4w3,Explorador
JoJo no Kimyou na Bouken,Enrico Pucci,663,INFJ, 1w9,Diplomatico
Kimetsu no Yaiba,Kokushibo,663,INTJ, 4w5,Analista
Love Live! Sunshine!!,Yoshiko Tsushima,662,ENTP, 3w4,Analista
Cyberpunk: Edgerunners,David Martinez,662,ESTP, 8w7,Explorador
Jujutsu Kaisen,Choso,662,ISTJ, 1w2,Sentinela
86 (Eighty Six),Vladilena Milizé,661,INFJ, 1w2,Diplomatico
JoJo no Kimyou na Bouken,Okuyasu Nijimura,660,ESFP, 6w7,Explorador
Given,Akihiko Kaji,660,ESTP, 9w1,Explorador
Clannad,Furukawa Nagisa,658,INFP, 9w1,Diplomatico
K-On!,Tsumugi Kotobuki,657,INFP, 9w1,Diplomatico
Tokyo Revengers,Wakasa Imaushi,655,ISTP, 9w8,Explorador
Bleach,Tōshirō Hitsugaya,651,INTJ, 1w9,Analista
Kimetsu no Yaiba,Genya Shinazugawa,651,ISFP, 6w7,Explorador
Kuroko no Basket,Aomine Daiki,650,ISTP, 8w7,Explorador
JoJo no Kimyou na Bouken,Funny Valentine,650,ENTJ, 1w2,Analista
SK∞,Tadashi Kikuchi,650,ISTJ, 1w9,Sentinela
Lucky☆Star,Konata Izumi,650,ENTP, 9w8,Analista
Toradora!,Kawashima Ami,649,ENFJ, 3w4,Diplomatico
Houseki no Kuni,Cinnabar,648,INFP, 4w5,Diplomatico
Houseki no Kuni,Phosphophyllite,648,ESFP, 7w6,Explorador
Wotaku ni Koi wa Muzukashii,Narumi Momose,647,ENFP, 2w3,Diplomatico
Kuroko no Basket,Kise Ryouta,647,ESFP, 3w2,Explorador
Nana,"Yasushi ""Yasu"" Takagi",644,INFJ, 6w5,Diplomatico
Boku no Hero Academia,"Jin Bubaigawara ""Twice""",643,ENFP, 6w7,Diplomatico
Kamisama Hajimemashita,Nanami Momozono,643,ESFJ, 2w1,Sentinela
Munou na Nana,Kyouya Onodera,642,INTJ, 5w6,Analista
Kaifuku Jutsushi no Yarinaoshi,Keyaru,641,INTJ, 8w7,Analista
Toradora!,Takasu Ryuuji,641,ISFJ, 9w1,Sentinela
Kimi ni Todoke,Kazehaya Shouta,637,ENFJ, 2w3,Diplomatico
Bleach,Orihime Inoue,637,ESFJ, 2w1,Sentinela
Hellsing Ultimate,Alucard,636,ISTP, 7w8,Explorador
Love Live! School Idol Project,Honoka Kousaka,634,ENFP, 7w6,Diplomatico
Gotoubun no Hanayome,Itsuki Nakano,633,ISFJ, 9w1,Sentinela
Given,Haruki Nakayama,633,ESFJ, 2w3,Sentinela
Toradora!,Kushieda Minori,633,ENFP, 7w6,Diplomatico
Gotoubun no Hanayome,Nino Nakano,632,ESTJ, 6w7,Sentinela
Haikyuu!!,Keishin Ukai,632,ISTP, 9w8,Explorador
Pandora Hearts,Xerxes Break,631,ENTP, 7w8,Analista
Kimetsu no Yaiba,Kanae Kocho,630,ENFJ, 2w1,Diplomatico
Bungou Stray Dogs,Yukichi Fukuzawa,630,ISTJ, 1w9,Sentinela
Chainsaw Man,Kishibe,628,ISTP, 5w6,Explorador
Blue Period,Hashida Haruka,625,ENTP, 5w4,Analista
Great Pretender,Abigail “Abby” Jones,624,ISTP, 8w7,Explorador
Made in Abyss,"Ozen ""The Immovable""",624,INTP, 8w9,Analista
Bleach,Gin Ichimaru,624,INTP, 5w6,Analista
Boku no Hero Academia,Mitsuki Bakugo,623,ENTJ, 8w7,Analista
Kimetsu no Yaiba,Yoriichi Tsugikuni,623,INFJ, 9w1,Diplomatico
Ansatsu Kyoushitsu,Gakushū Asano,623,ENTJ, 3w4,Analista
Kimetsu no Yaiba,Enmu,621,ESFJ, 3w4,Sentinela
Re:Zero Kara Hajimeru Isekai Seikatsu,Echidna,620,ENTP, 5w4,Analista
Kiseijuu: Sei no Kakuritsu,Shinichi Izumi,620,INFP, 9w8,Diplomatico
